generation,ID,population,score,auto_long
0,37,row,0.945,[1 A 2 0 A 0 0 A 3 0 B 0 1]
0,55,column,0.99,[1 B 0 1 B 0 3 A 0 3 B 3 0]
0,36,column,1.06,[3 A 2 2 A 2 1 B 0 1 B 0 0]
0,32,column,1.925,[3 A 3 1 B 1 2 A 2 3 B 2 3]
0,67,row,1.6,[0 A 0 1 A 2 3 B 0 2 A 3 2]
0,46,column,1.695,[2 A 1 0 A 1 3 A 3 1 B 2 1]
0,33,column,1.445,[3 B 1 3 B 2 2 A 2 0 B 0 2]
0,25,column,0.98,[3 A 3 0 A 2 2 B 2 1 A 0 2]
0,56,column,1.545,[1 A 0 2 A 2 0 B 0 1 B 0 1]
0,13,row,0.755,[0 A 3 1 A 0 0 B 3 1 B 2 0]
0,48,row,1.5,[1 A 2 0 A 1 0 A 2 0 A 3 3]
0,1,row,1.38,[1 A 0 2 A 0 3 A 2 2 B 1 3]
0,12,column,1.75,[2 B 2 2 B 0 0 A 3 0 A 3 1]
0,50,row,1.29,[3 A 1 3 B 2 3 A 2 2 A 1 0]
0,4,column,1.165,[3 B 1 3 B 1 3 B 0 0 A 3 2]
0,15,row,1.27,[3 B 2 3 B 2 0 B 1 1 A 3 3]
0,76,column,1.83,[2 A 2 2 B 2 3 A 2 2 A 1 0]
0,45,column,0.835,[1 B 3 1 B 3 2 A 1 3 B 0 3]
0,77,row,1.2,[3 A 1 1 A 1 2 A 2 1 B 2 3]
0,11,row,1.515,[0 A 2 1 B 2 1 A 0 0 A 0 0]
0,17,column,1.93,[0 A 0 2 B 1 0 B 0 3 B 0 2]
0,22,column,0.93,[2 B 0 0 B 0 1 B 3 0 A 2 3]
0,70,row,1.355,[2 B 1 3 A 3 2 A 2 3 B 2 1]
0,64,column,1.205,[0 A 2 1 B 1 0 B 0 2 A 2 0]
0,24,row,0.945,[0 A 2 1 B 2 2 A 3 2 B 2 1]
0,29,row,1.195,[1 A 3 3 B 0 3 B 1 0 B 1 0]
0,57,row,1.2,[0 A 1 1 B 2 2 A 1 0 B 0 0]
0,52,row,1.25,[1 A 3 3 A 2 2 A 2 1 A 1 3]
0,35,column,1.845,[1 A 0 0 A 0 2 A 1 2 B 2 2]
0,68,row,1.25,[1 A 1 3 A 2 3 A 3 2 A 3 2]
0,41,row,1.035,[0 A 3 1 B 3 3 A 2 1 B 1 0]
0,23,column,1.13,[1 A 3 0 A 2 1 B 1 0 B 2 0]
0,59,column,1.46,[1 B 2 2 A 1 2 B 2 1 B 3 0]
0,53,column,1.875,[3 A 0 0 A 1 0 A 0 2 A 3 2]
0,65,row,1.32,[3 B 1 0 B 3 0 B 0 0 A 0 3]
0,5,row,1.26,[2 A 1 1 A 2 3 A 0 3 A 1 3]
0,20,column,1.77,[2 A 1 0 A 2 2 A 1 1 B 2 2]
0,72,row,1.34,[3 A 2 3 B 2 1 A 3 1 B 0 0]
0,19,column,0.91,[0 B 3 1 B 3 2 B 1 3 B 2 3]
0,58,row,1.25,[0 B 3 2 A 1 1 B 0 3 A 1 3]
0,62,column,0.92,[2 A 2 1 B 0 3 B 2 0 B 2 0]
0,79,row,1.15,[1 B 3 2 A 3 0 A 0 3 A 2 1]
0,31,row,1.17,[2 A 3 0 B 0 0 A 0 1 B 1 3]
0,7,row,1.19,[0 A 3 0 B 1 0 A 1 2 A 3 0]
0,26,column,1.22,[2 B 1 2 A 3 3 A 3 3 B 1 2]
0,18,column,1.2,[0 A 3 1 A 2 1 B 1 2 B 2 3]
0,49,row,1.155,[2 A 0 0 B 1 1 B 1 3 B 1 1]
0,51,column,1.835,[2 A 1 3 A 3 1 B 0 2 A 1 2]
0,28,column,0.815,[1 B 0 2 A 1 3 A 0 2 B 1 2]
0,61,column,1.375,[0 B 1 1 A 2 1 A 0 0 A 3 2]
0,10,row,1.49,[0 A 2 1 B 0 1 A 0 1 A 1 1]
1,3,row,1.945,[3 A 0 3 A 1 0 B 2 1 B 1 0]
1,80,row,1.3,[3 A 0 2 B 1 2 B 0 1 B 1 1]
1,46,column,2.225,[2 A 1 0 A 1 3 A 3 1 B 2 1]
1,11,row,2,[0 A 2 1 B 2 1 A 0 0 A 0 0]
1,68,row,1.92,[1 A 1 3 A 2 3 A 3 2 A 3 2]
1,65,row,0.91,[3 B 1 0 B 3 0 B 0 0 A 0 3]
1,9,column,2.38,[0 A 2 2 A 1 1 A 3 0 B 2 1]
1,108,column,2.46,[3 A 0 0 A 1 0 A 0 2 A 3 2]
1,0,row,1.97,[1 A 0 1 B 0 3 B 2 1 B 1 2]
1,14,column,2.435,[0 A 2 1 B 0 0 A 2 2 A 3 1]
1,76,column,2.34,[2 A 2 2 B 2 3 A 2 2 A 1 0]
1,97,row,2,[0 A 0 1 A 2 3 B 0 2 A 3 2]
1,34,column,2.49,[1 A 2 1 A 0 2 A 0 1 A 0 3]
1,86,row,1.14,[3 A 2 3 B 2 1 A 3 1 B 0 0]
1,114,column,2.61,[1 A 0 0 A 2 2 A 1 2 B 2 2]
1,102,column,2.325,[3 A 3 1 B 1 2 A 2 3 B 2 3]
1,30,column,2.47,[3 A 0 0 B 2 1 A 0 3 A 1 1]
1,58,row,1.97,[0 B 3 2 A 1 1 B 0 3 A 1 3]
1,69,column,2.355,[0 A 3 0 B 1 0 B 1 2 A 3 0]
1,112,column,2.34,[0 A 3 0 B 1 0 B 1 2 A 3 0]
1,12,column,2.345,[2 B 2 2 B 0 0 A 3 0 A 3 1]
1,1,row,2,[1 A 0 2 A 0 3 A 2 2 B 1 3]
1,104,column,2.295,[0 A 3 0 B 1 0 B 1 2 A 3 0]
1,38,column,2.34,[2 A 0 3 B 0 2 B 0 3 B 2 0]
1,73,column,2.605,[0 B 2 2 A 3 0 A 2 2 B 0 3]
1,17,column,2.14,[0 A 0 2 B 1 0 B 0 3 B 0 2]
1,101,column,2.41,[0 B 2 2 A 3 0 A 2 2 B 0 3]
1,89,row,1.135,[3 A 2 3 B 2 1 A 3 1 B 0 0]
1,99,row,1.735,[0 A 0 1 A 2 3 B 0 2 A 3 2]
1,43,column,2.445,[2 A 2 1 A 0 0 A 0 1 B 3 1]
1,51,column,2.34,[2 A 1 3 A 3 1 B 0 2 A 1 2]
1,98,row,2,[0 A 2 1 B 0 1 A 0 0 A 1 1]
1,60,row,0.88,[1 A 3 0 A 3 0 B 2 2 B 3 3]
1,119,column,2.31,[0 A 0 2 B 1 0 B 0 3 A 0 2]
1,71,row,1.585,[3 A 0 2 B 1 2 B 0 1 B 1 1]
1,88,row,1.95,[1 A 0 1 B 0 3 A 2 1 B 1 2]
1,5,row,1.94,[2 A 1 1 A 2 3 A 0 3 A 1 3]
1,93,row,0.615,[1 A 3 0 B 3 0 B 2 2 B 3 3]
1,50,row,1.87,[3 A 1 3 B 2 3 A 2 2 A 1 0]
1,47,row,1.68,[0 A 3 0 B 2 1 A 1 0 A 3 2]
1,95,row,0.965,[2 B 2 1 B 0 1 A 0 3 A 1 3]
1,40,column,2.37,[3 A 3 2 A 1 0 A 3 1 A 3 1]
1,115,column,2.335,[0 B 2 2 A 3 0 A 2 2 B 0 3]
1,48,row,2,[1 A 2 0 A 1 0 A 2 0 A 3 3]
1,111,column,2.38,[0 B 2 2 A 3 0 A 2 2 B 0 3]
1,74,column,2.415,[0 A 3 1 A 2 0 A 0 1 A 0 1]
1,106,column,2.595,[1 A 0 0 A 0 2 A 1 2 B 2 2]
1,90,row,1.99,[3 A 1 3 B 2 3 A 2 2 A 2 0]
1,56,column,2.155,[1 A 0 2 A 2 0 B 0 1 B 0 1]
1,72,row,1.085,[3 A 2 3 B 2 1 A 3 1 B 0 0]
1,96,row,1.69,[1 A 0 1 A 0 3 B 2 1 B 1 2]
1,105,column,2.265,[0 A 0 2 B 3 0 B 0 3 B 0 2]
1,53,column,2.52,[3 A 0 0 A 1 0 A 0 2 A 3 2]
1,100,column,2.355,[1 A 0 0 A 0 2 A 1 2 B 2 2]
1,84,row,1.26,[0 A 3 0 B 2 1 B 1 0 A 3 2]
1,81,row,2,[0 A 2 1 B 0 1 A 0 1 A 1 1]
1,107,column,2.5,[0 B 2 2 A 3 0 A 2 2 B 0 3]
1,94,row,1.465,[3 A 0 2 B 1 2 B 0 1 B 1 1]
1,35,column,2.46,[1 A 0 0 A 0 2 A 1 2 B 2 2]
1,113,column,2.34,[3 A 0 0 A 1 0 A 0 2 A 3 2]
1,116,column,2.505,[1 A 2 1 A 0 2 A 0 1 A 0 3]
1,103,column,1.88,[0 A 0 2 B 1 0 B 0 3 B 3 2]
1,87,row,1.885,[3 A 0 2 B 1 2 B 0 1 B 1 1]
1,15,row,1.91,[3 B 2 3 B 2 0 B 1 1 A 3 3]
1,118,column,2.4,[2 A 1 3 A 3 1 B 0 2 A 1 2]
1,67,row,1.98,[0 A 0 1 A 2 3 B 0 2 A 3 2]
1,10,row,2,[0 A 2 1 B 0 1 A 0 1 A 1 1]
1,70,row,1.315,[2 B 1 3 A 3 2 A 2 3 B 2 1]
1,117,column,2.58,[0 B 2 2 A 3 0 A 2 2 B 0 3]
1,44,row,2,[0 A 0 1 B 3 0 B 2 0 A 0 3]
1,83,row,1.94,[0 A 2 1 B 0 1 A 0 1 A 1 1]
1,32,column,2.11,[3 A 3 1 B 1 2 A 2 3 B 2 3]
1,91,row,1.965,[3 B 0 3 A 1 0 B 2 1 B 1 0]
1,109,column,2.49,[1 A 0 0 A 0 2 A 1 2 B 2 2]
1,20,column,2.58,[2 A 1 0 A 2 2 A 1 1 B 2 2]
1,82,row,1.93,[1 A 0 1 B 0 3 B 2 1 B 1 2]
1,27,row,0.9,[2 B 2 1 B 0 1 A 0 3 A 1 3]
1,85,row,1.045,[3 B 1 0 B 3 0 B 0 0 A 0 3]
1,110,column,2.185,[3 A 3 1 B 1 2 A 2 3 B 2 3]
1,92,row,1.95,[1 A 0 1 B 0 3 B 2 1 B 1 2]
2,88,row,1.815,[1 A 0 1 B 0 3 A 2 1 B 1 2]
2,58,row,1.8,[0 B 3 2 A 1 1 B 0 3 A 1 3]
2,158,column,2.745,[0 B 2 2 A 3 0 A 2 2 B 0 3]
2,132,row,1.84,[0 A 2 1 B 0 1 A 0 1 A 2 1]
2,124,row,1.845,[0 A 2 1 B 0 1 A 0 1 A 1 1]
2,139,row,1.865,[0 A 2 1 B 0 1 A 0 1 A 1 1]
2,14,column,2.76,[0 A 2 1 B 0 0 A 2 2 A 3 1]
2,30,column,2.64,[3 A 0 0 B 2 1 A 0 3 A 1 1]
2,10,row,1.865,[0 A 2 1 B 0 1 A 0 1 A 1 1]
2,1,row,1.8,[1 A 0 2 A 0 3 A 2 2 B 1 3]
2,114,column,2.625,[1 A 0 0 A 2 2 A 1 2 B 2 2]
2,157,column,1.035,[1 A 0 0 A 2 2 B 1 2 B 2 2]
2,117,column,2.64,[0 B 2 2 A 3 0 A 2 2 B 0 3]
2,73,column,2.61,[0 B 2 2 A 3 0 A 2 2 B 0 3]
2,116,column,2.715,[1 A 2 1 A 0 2 A 0 1 A 0 3]
2,150,column,1.475,[1 A 2 1 A 0 2 B 0 1 A 0 3]
2,68,row,1.78,[1 A 1 3 A 2 3 A 3 2 A 3 2]
2,138,row,1.84,[0 A 2 1 B 0 1 A 0 1 A 1 1]
2,92,row,1.865,[1 A 0 1 B 0 3 B 2 1 B 1 2]
2,74,column,2.835,[0 A 3 1 A 2 0 A 0 1 A 0 1]
2,34,column,2.76,[1 A 2 1 A 0 2 A 0 1 A 0 3]
2,53,column,2.655,[3 A 0 0 A 1 0 A 0 2 A 3 2]
2,90,row,1.8,[3 A 1 3 B 2 3 A 2 2 A 2 0]
2,130,row,1.865,[0 A 2 1 B 0 1 A 0 1 B 1 1]
2,67,row,1.86,[0 A 0 1 A 2 3 B 0 2 A 3 2]
2,141,column,2.71,[0 B 2 2 A 3 0 A 2 2 B 0 3]
2,20,column,2.715,[2 A 1 0 A 2 2 A 1 1 B 2 2]
2,142,column,1.16,[1 A 0 0 B 2 2 A 1 2 B 2 2]
2,111,column,2.655,[0 B 2 2 A 3 0 A 2 2 B 0 3]
2,145,column,2.76,[1 A 0 0 A 0 2 A 1 2 B 2 2]
2,83,row,1.885,[0 A 2 1 B 0 1 A 0 1 A 1 1]
2,107,column,2.67,[0 B 2 2 A 3 0 A 2 2 B 0 3]
2,140,column,2.805,[1 A 0 0 B 0 2 A 1 2 B 2 2]
2,154,column,2.73,[1 A 0 0 A 2 2 A 1 2 B 2 2]
2,91,row,0.515,[3 B 0 3 A 1 0 B 2 1 B 1 0]
2,11,row,1.895,[0 A 2 1 B 2 1 A 0 0 A 0 0]
2,44,row,1.82,[0 A 0 1 B 3 0 B 2 0 A 0 3]
2,82,row,1.845,[1 A 0 1 B 0 3 B 2 1 B 1 2]
2,108,column,2.73,[3 A 0 0 A 1 0 A 0 2 A 3 2]
2,134,row,1.91,[0 A 2 3 B 0 1 A 0 1 A 1 1]
2,125,row,0.34,[1 A 0 2 A 0 3 B 2 2 B 1 3]
2,0,row,1.835,[1 A 0 1 B 0 3 B 2 1 B 1 2]
2,146,column,2.745,[0 B 2 2 A 3 0 A 2 2 B 0 3]
2,136,row,1.875,[0 A 0 1 B 3 0 B 0 0 A 0 3]
2,149,column,2.655,[0 B 2 2 A 3 0 A 2 2 B 0 3]
2,5,row,1.81,[2 A 1 1 A 2 3 A 0 3 A 1 3]
2,152,column,2.7,[1 A 2 1 A 0 2 A 0 1 A 0 3]
2,106,column,2.835,[1 A 0 0 A 0 2 A 1 2 B 2 2]
2,133,row,0.39,[0 B 0 1 B 3 0 B 2 0 A 0 3]
2,97,row,1.9,[0 A 0 1 A 2 3 B 0 2 A 3 2]
2,35,column,2.775,[1 A 0 0 A 0 2 A 1 2 B 2 2]
2,148,column,1.11,[0 B 2 2 A 3 0 B 2 2 B 0 3]
2,43,column,2.67,[2 A 2 1 A 0 0 A 0 1 B 3 1]
2,153,column,1.45,[0 B 2 2 A 3 0 A 1 2 B 0 3]
2,3,row,1.835,[3 A 0 3 A 1 0 B 2 1 B 1 0]
2,135,row,1.855,[0 A 2 1 B 0 1 A 0 1 A 1 1]
2,101,column,2.625,[0 B 2 2 A 3 0 A 2 2 B 0 3]
2,122,row,1.8,[1 A 0 2 A 0 1 A 2 2 B 1 3]
2,109,column,2.745,[1 A 0 0 A 0 2 A 1 2 B 2 2]
2,151,column,2.61,[0 B 2 2 A 3 0 A 2 2 B 0 3]
2,120,row,1.08,[3 B 0 3 A 1 0 B 2 1 B 1 0]
2,81,row,1.865,[0 A 2 1 B 0 1 A 0 1 A 1 1]
2,144,column,2.67,[0 B 2 2 A 3 0 A 2 2 B 0 3]
2,48,row,1.78,[1 A 2 0 A 1 0 A 2 0 A 3 3]
2,9,column,2.575,[0 A 2 2 A 1 1 A 3 0 B 2 1]
2,121,row,1.8,[3 A 1 3 B 2 3 A 2 2 A 2 0]
2,137,row,1.865,[0 A 2 1 B 0 1 A 0 1 A 1 1]
2,155,column,2.725,[0 B 2 2 A 3 0 A 2 2 B 0 3]
2,127,row,1.81,[2 A 1 1 A 2 3 A 0 3 A 1 3]
2,147,column,2.58,[0 B 2 2 A 3 0 A 2 2 B 0 3]
2,143,column,1.135,[1 B 0 0 A 0 2 A 1 2 B 2 2]
2,156,column,2.64,[0 B 2 2 A 3 0 A 2 2 A 0 3]
2,126,row,1.865,[0 A 2 1 B 0 1 A 0 1 A 1 1]
2,98,row,1.635,[0 A 2 1 B 0 1 A 0 0 A 1 1]
2,159,column,2.58,[0 B 2 2 B 3 0 A 2 2 B 0 3]
2,118,column,2.66,[2 A 1 3 A 3 1 B 0 2 A 1 2]
2,123,row,1.905,[0 A 2 1 B 2 1 A 0 0 A 0 0]
2,131,row,1.82,[1 A 0 2 A 0 3 A 2 2 B 1 3]
2,128,row,1.8,[1 A 0 2 A 0 3 A 2 2 B 1 3]
2,129,row,1.885,[0 A 2 1 B 0 1 A 0 1 A 1 1]
3,192,column,2.82,[1 A 0 0 A 0 0 A 1 2 B 2 2]
3,81,row,1.965,[0 A 2 1 B 0 1 A 0 1 A 1 1]
3,179,row,1.895,[0 A 0 1 A 2 3 B 0 2 A 3 2]
3,171,row,1.95,[0 A 2 1 B 2 1 A 0 0 A 0 0]
3,189,column,1.145,[1 A 0 0 B 3 2 A 1 2 B 2 2]
3,169,row,1.085,[0 A 2 3 B 0 1 B 0 1 A 1 1]
3,138,row,1.945,[0 A 2 1 B 0 1 A 0 1 A 1 1]
3,196,column,2.865,[2 A 1 0 A 2 2 A 1 1 B 2 2]
3,123,row,1.915,[0 A 2 1 B 2 1 A 0 0 A 0 0]
3,187,column,1.445,[1 A 2 1 A 0 2 B 0 1 A 0 3]
3,155,column,2.865,[0 B 2 2 A 3 0 A 2 2 B 0 3]
3,129,row,1.925,[0 A 2 1 B 0 1 A 0 1 A 1 1]
3,188,column,1.39,[0 B 2 2 A 3 0 B 2 2 B 0 3]
3,193,column,2.895,[1 A 0 0 A 0 2 A 1 2 A 2 2]
3,168,row,1.915,[1 A 0 1 B 0 3 B 2 1 B 1 2]
3,190,column,2.72,[0 A 3 1 A 2 0 B 0 1 A 0 1]
3,160,row,1.905,[0 A 2 1 B 0 1 A 0 1 A 3 1]
3,198,column,2.85,[1 A 0 0 B 0 2 A 1 2 B 2 2]
3,107,column,2.85,[0 B 2 2 A 3 0 A 2 2 B 0 3]
3,184,column,2.835,[1 A 0 0 A 0 2 A 1 2 B 2 2]
3,199,column,2.835,[0 A 2 1 B 0 0 A 2 2 A 3 1]
3,144,column,2.79,[0 B 2 2 A 3 0 A 2 2 B 0 3]
3,175,row,1.935,[0 A 0 1 A 2 3 B 0 2 B 3 2]
3,178,row,1.955,[0 A 2 1 B 2 1 A 0 0 A 0 0]
3,194,column,2.85,[1 A 0 0 A 0 2 A 1 0 B 2 2]
3,145,column,2.775,[1 A 0 0 A 0 2 A 1 2 B 2 2]
3,141,column,2.91,[0 B 2 2 A 3 0 A 2 2 B 0 3]
3,97,row,1.92,[0 A 0 1 A 2 3 B 0 2 A 3 2]
3,132,row,1.945,[0 A 2 1 B 0 1 A 0 1 A 2 1]
3,92,row,1.935,[1 A 0 1 B 0 3 B 2 1 B 1 2]
3,82,row,1.935,[1 A 0 1 B 0 3 B 2 1 B 1 2]
3,173,row,1,[0 B 2 1 B 0 1 A 0 1 A 1 1]
3,146,column,2.82,[0 B 2 2 A 3 0 A 2 2 B 0 3]
3,11,row,1.92,[0 A 2 1 B 2 1 A 0 0 A 0 0]
3,116,column,2.82,[1 A 2 1 A 0 2 A 0 1 A 0 3]
3,172,row,1.935,[1 A 0 1 B 0 3 B 2 1 B 1 2]
3,108,column,2.82,[3 A 0 0 A 1 0 A 0 2 A 3 2]
3,182,column,2.79,[1 A 0 0 A 2 2 A 1 2 B 2 2]
3,10,row,1.725,[0 A 2 1 B 0 1 A 0 1 A 1 1]
3,191,column,2.82,[1 A 0 0 A 0 2 A 1 2 B 2 2]
3,124,row,1.945,[0 A 2 1 B 0 1 A 0 1 A 1 1]
3,135,row,1.905,[0 A 2 1 B 0 1 A 0 1 A 1 1]
3,185,column,2.79,[0 B 2 2 B 3 0 A 2 2 B 0 3]
3,139,row,1.955,[0 A 2 1 B 0 1 A 0 1 A 1 1]
3,176,row,1.89,[0 A 2 1 A 0 1 A 0 1 A 1 1]
3,163,row,1.89,[0 A 2 1 A 0 1 A 0 1 A 1 1]
3,130,row,1.945,[0 A 2 1 B 0 1 A 0 1 B 1 1]
3,34,column,2.82,[1 A 2 1 A 0 2 A 0 1 A 0 3]
3,186,column,2.88,[1 A 2 1 A 0 2 A 0 1 A 0 3]
3,20,column,2.925,[2 A 1 0 A 2 2 A 1 1 B 2 2]
3,161,row,1.945,[0 A 2 1 B 0 1 A 0 1 A 1 1]
3,43,column,2.82,[2 A 2 1 A 0 0 A 0 1 B 3 1]
3,170,row,1.885,[0 A 2 1 B 2 2 A 0 0 A 0 0]
3,140,column,2.775,[1 A 0 0 B 0 2 A 1 2 B 2 2]
3,152,column,2.79,[1 A 2 1 A 0 2 A 0 1 A 0 3]
3,137,row,1.97,[0 A 2 1 B 0 1 A 0 1 A 1 1]
3,164,row,1.915,[1 A 0 1 B 0 3 B 2 1 B 1 2]
3,165,row,0.89,[0 A 2 1 B 3 1 A 0 1 B 1 1]
3,109,column,2.835,[1 A 0 0 A 0 2 A 1 2 B 2 2]
3,180,column,2.895,[1 A 0 0 A 0 2 A 1 2 A 2 2]
3,183,column,2.895,[0 A 2 1 B 0 0 A 2 2 A 3 1]
3,126,row,1.945,[0 A 2 1 B 0 1 A 0 1 A 1 1]
3,154,column,2.85,[1 A 0 0 A 2 2 A 1 2 B 2 2]
3,174,row,1.945,[0 A 3 1 A 2 3 B 0 2 A 3 2]
3,158,column,2.82,[0 B 2 2 A 3 0 A 2 2 B 0 3]
3,167,row,1.935,[0 A 2 1 B 0 1 A 0 1 A 1 1]
3,14,column,2.91,[0 A 2 1 B 0 0 A 2 2 A 3 1]
3,197,column,2.88,[1 A 0 0 A 0 2 A 1 2 B 2 2]
3,74,column,2.82,[0 A 3 1 A 2 0 A 0 1 A 0 1]
3,162,row,1.915,[1 A 0 1 B 0 3 B 2 1 B 1 2]
3,134,row,1.93,[0 A 2 3 B 0 1 A 0 1 A 1 1]
3,67,row,1.94,[0 A 0 1 A 2 3 B 0 2 A 3 2]
3,195,column,2.865,[0 B 2 2 A 3 0 A 2 2 B 0 3]
3,181,column,2.88,[0 A 2 1 A 0 0 A 2 2 A 3 1]
3,83,row,1.905,[0 A 2 1 B 0 1 A 0 1 A 1 1]
3,177,row,1.95,[0 A 2 3 B 0 1 A 0 1 A 1 1]
3,166,row,1.945,[0 A 2 1 B 0 1 A 0 1 B 1 1]
3,136,row,1.94,[0 A 0 1 B 3 0 B 0 0 A 0 3]
3,106,column,2.835,[1 A 0 0 A 0 2 A 1 2 B 2 2]
3,35,column,2.79,[1 A 0 0 A 0 2 A 1 2 B 2 2]
4,132,row,2,[0 A 2 1 B 0 1 A 0 1 A 2 1]
4,82,row,1.98,[1 A 0 1 B 0 3 B 2 1 B 1 2]
4,67,row,1.825,[0 A 0 1 A 2 3 B 0 2 A 3 2]
4,227,column,1.475,[0 A 2 1 B 0 0 B 2 2 A 3 1]
4,236,column,2.775,[1 A 0 0 A 2 2 A 1 2 B 2 2]
4,141,column,2.76,[0 B 2 2 A 3 0 A 2 2 B 0 3]
4,222,column,2.805,[0 A 2 1 B 3 0 A 2 2 A 3 1]
4,212,row,2,[0 A 2 1 B 0 1 A 0 1 A 1 1]
4,180,column,2.79,[1 A 0 0 A 0 2 A 1 2 A 2 2]
4,184,column,2.82,[1 A 0 0 A 0 2 A 1 2 B 2 2]
4,167,row,2,[0 A 2 1 B 0 1 A 0 1 A 1 1]
4,14,column,2.745,[0 A 2 1 B 0 0 A 2 2 A 3 1]
4,154,column,2.775,[1 A 0 0 A 2 2 A 1 2 B 2 2]
4,175,row,1.95,[0 A 0 1 A 2 3 B 0 2 B 3 2]
4,126,row,2,[0 A 2 1 B 0 1 A 0 1 A 1 1]
4,20,column,2.805,[2 A 1 0 A 2 2 A 1 1 B 2 2]
4,235,column,2.775,[1 A 2 1 A 0 2 A 0 1 A 0 3]
4,210,row,1.97,[0 A 2 1 B 0 1 A 0 1 B 1 1]
4,228,column,2.775,[1 A 0 0 A 0 2 A 1 2 B 2 2]
4,232,column,2.805,[2 A 1 3 A 2 2 A 1 1 B 2 2]
4,161,row,2,[0 A 2 1 B 0 1 A 0 1 A 1 1]
4,198,column,2.76,[1 A 0 0 B 0 2 A 1 2 B 2 2]
4,174,row,2,[0 A 3 1 A 2 3 B 0 2 A 3 2]
4,216,row,2,[0 A 3 1 A 2 3 B 0 2 A 3 2]
4,223,column,2.845,[0 A 2 1 B 0 0 A 2 0 A 3 1]
4,238,column,2.775,[1 A 0 0 A 0 2 A 1 2 A 2 2]
4,155,column,2.73,[0 B 2 2 A 3 0 A 2 2 B 0 3]
4,218,row,1.985,[0 A 2 1 B 2 1 A 0 0 A 0 0]
4,195,column,2.715,[0 B 2 2 A 3 0 A 2 2 B 0 3]
4,107,column,2.76,[0 B 2 2 A 3 0 A 2 2 B 0 3]
4,207,row,0.14,[0 B 0 1 A 2 3 B 0 2 B 3 2]
4,219,row,1.97,[0 A 0 1 A 2 3 B 0 2 A 2 2]
4,217,row,1.015,[0 B 2 1 B 0 1 A 0 1 A 1 1]
4,138,row,2,[0 A 2 1 B 0 1 A 0 1 A 1 1]
4,171,row,2,[0 A 2 1 B 2 1 A 0 0 A 0 0]
4,136,row,1.97,[0 A 0 1 B 3 0 B 0 0 A 0 3]
4,206,row,1.95,[0 A 2 0 B 0 1 A 0 1 B 1 1]
4,215,row,2,[0 A 2 1 B 2 1 A 0 0 A 0 0]
4,130,row,2,[0 A 2 1 B 0 1 A 0 1 B 1 1]
4,213,row,2,[0 A 2 1 B 0 1 A 0 1 A 1 1]
4,181,column,2.775,[0 A 2 1 A 0 0 A 2 2 A 3 1]
4,194,column,2.805,[1 A 0 0 A 0 2 A 1 0 B 2 2]
4,178,row,1.985,[0 A 2 1 B 2 1 A 0 0 A 0 0]
4,196,column,2.82,[2 A 1 0 A 2 2 A 1 1 B 2 2]
4,214,row,1.985,[0 A 2 1 B 0 1 A 0 0 A 0 0]
4,139,row,2,[0 A 2 1 B 0 1 A 0 1 A 1 1]
4,234,column,2.73,[1 A 0 0 A 0 2 A 1 2 A 2 2]
4,239,column,2.73,[2 A 1 0 A 2 2 A 1 1 B 2 2]
