generation,ID,population,score,auto_long
4,137,row,2,[0 A 2 1 B 0 1 A 0 1 A 1 1]
4,205,row,2,[0 A 2 1 B 0 1 A 0 1 A 1 1]
4,204,row,1.965,[0 A 2 1 B 0 1 A 0 1 B 1 1]
4,237,column,2.805,[1 A 0 0 A 0 2 A 1 2 B 2 2]
4,92,row,1.74,[1 A 0 1 B 0 3 B 2 1 B 1 2]
4,109,column,2.82,[1 A 0 0 A 0 2 A 1 2 B 2 2]
4,211,row,1.015,[0 B 2 1 B 2 1 A 0 0 A 0 0]
4,186,column,2.805,[1 A 2 1 A 0 2 A 0 1 A 0 3]
4,193,column,2.79,[1 A 0 0 A 0 2 A 1 2 A 2 2]
4,106,column,2.76,[1 A 0 0 A 0 2 A 1 2 B 2 2]
4,197,column,2.745,[1 A 0 0 A 0 2 A 1 2 B 2 2]
4,166,row,1.97,[0 A 2 1 B 0 1 A 0 1 B 1 1]
4,183,column,2.775,[0 A 2 1 B 0 0 A 2 2 A 3 1]
4,177,row,2,[0 A 2 3 B 0 1 A 0 1 A 1 1]
4,201,row,1.96,[0 A 3 1 A 2 3 B 0 2 A 3 2]
4,199,column,2.82,[0 A 2 1 B 0 0 A 2 2 A 3 1]
4,202,row,2,[0 A 2 1 B 0 1 A 0 1 B 2 1]
4,203,row,1.96,[0 B 3 1 A 2 3 B 0 2 A 3 2]
4,225,column,2.79,[1 A 0 0 A 0 2 A 1 2 B 2 2]
4,209,row,2,[0 A 2 1 B 0 1 A 0 1 B 1 1]
4,224,column,2.79,[0 A 2 1 A 0 0 A 2 2 A 3 1]
4,220,column,2.805,[0 A 2 1 A 0 0 A 2 2 A 3 1]
4,208,row,2,[0 A 2 1 B 0 1 A 0 1 A 1 0]
4,81,row,2,[0 A 2 1 B 0 1 A 0 1 A 1 1]
4,231,column,2.775,[2 A 0 0 A 2 2 A 1 1 B 2 2]
4,229,column,2.76,[2 A 1 0 A 0 2 A 1 1 B 2 2]
4,200,row,1.04,[0 A 2 1 B 2 1 B 0 0 A 0 0]
4,233,column,2.82,[1 A 2 1 A 0 2 A 0 1 A 0 3]
4,221,column,2.835,[1 A 2 1 A 0 1 A 0 1 A 0 3]
4,226,column,2.325,[0 B 2 2 A 3 0 A 2 3 B 0 3]
4,230,column,2.73,[0 A 2 1 A 0 0 A 2 2 A 3 1]
4,124,row,2,[0 A 2 1 B 0 1 A 0 1 A 1 1]
